tX,tY,tZ,rX,rY,rZ,rW,time(s)
0.7967224,9.053931,-2.840693,0.7071068,0,0,0.7071068,12.23336
0.7965484,9.054099,-2.839252,0.7071068,0,0,0.7071068,12.26669
0.7968491,9.053765,-2.837811,0.7071068,0,0,0.7071068,12.30002
0.7971704,9.05325,-2.836413,0.7071068,0,0,0.7071068,12.33336
0.7970668,9.052603,-2.83527,0.7071068,0,0,0.7071068,12.36669
0.7969606,9.052181,-2.83474,0.7071068,0,0,0.7071068,12.40002
0.7975127,9.052033,-2.833637,0.7071068,0,0,0.7071068,12.43336
0.7974517,9.051736,-2.832601,0.7071068,0,0,0.7071068,12.46669
0.7972422,9.05153,-2.831749,0.7071068,0,0,0.7071068,12.50002
0.7968358,9.051404,-2.830824,0.7071068,0,0,0.7071068,12.53336
0.7969369,9.05113,-2.829608,0.7071068,0,0,0.7071068,12.56669
0.7965674,9.050396,-2.828785,0.7071068,0,0,0.7071068,12.60002
0.7961158,9.049849,-2.828053,0.7071068,0,0,0.7071068,12.63336
0.7966197,9.049605,-2.827382,0.7071068,0,0,0.7071068,12.66669
0.7970783,9.049793,-2.826165,0.7071068,0,0,0.7071068,12.70002
0.797076,9.049388,-2.824715,0.7071068,0,0,0.7071068,12.73336
0.7974179,9.049349,-2.823349,0.7071068,0,0,0.7071068,12.76669
0.7977858,9.049308,-2.822547,0.7071068,0,0,0.7071068,12.80002
0.7977903,9.048553,-2.821247,0.7071068,0,0,0.7071068,12.83336
0.7982075,9.048466,-2.820049,0.7071068,0,0,0.7071068,12.86669
0.7978644,9.047971,-2.819029,0.7071068,0,0,0.7071068,12.90003
0.7978512,9.04791,-2.8184,0.7071068,0,0,0.7071068,12.93336
0.7973661,9.047506,-2.817823,0.7071068,0,0,0.7071068,12.96669
0.7976712,9.046767,-2.817283,0.7071068,0,0,0.7071068,13.00003
0.7973949,9.046108,-2.816335,0.7071068,0,0,0.7071068,13.03336
0.7971745,9.046105,-2.815017,0.7071068,0,0,0.7071068,13.06669
0.7969809,9.045579,-2.814397,0.7071068,0,0,0.7071068,13.10003
0.7964196,9.045436,-2.813007,0.7071068,0,0,0.7071068,13.13336
0.7960155,9.044654,-2.811575,0.7071068,0,0,0.7071068,13.16669
0.7955644,9.043869,-2.810762,0.7071068,0,0,0.7071068,13.20003
0.7950301,9.043874,-2.809818,0.7071068,0,0,0.7071068,13.23336
0.7949681,9.043097,-2.80913,0.7071068,0,0,0.7071068,13.26669
0.794661,9.042408,-2.807961,0.7071068,0,0,0.7071068,13.30003
0.7947969,9.042525,-2.807275,0.7071068,0,0,0.7071068,13.33336
0.795118,9.042516,-2.806802,0.7071068,0,0,0.7071068,13.36669
0.7951076,9.041895,-2.805584,0.7071068,0,0,0.7071068,13.40003
0.7951019,9.041454,-2.804395,0.7071068,0,0,0.7071068,13.43336
0.7945949,9.041455,-2.803738,0.7071068,0,0,0.7071068,13.46669
0.7943989,9.040866,-2.80272,0.7071068,0,0,0.7071068,13.50003
0.7938921,9.041042,-2.801745,0.7071068,0,0,0.7071068,13.53336
0.7933846,9.041096,-2.800737,0.7071068,0,0,0.7071068,13.56669
0.7934358,9.040527,-2.800124,0.7071068,0,0,0.7071068,13.60003
0.7933344,9.040136,-2.799374,0.7071068,0,0,0.7071068,13.63336
0.7933992,9.039947,-2.798455,0.7071068,0,0,0.7071068,13.66669
0.7931172,9.039772,-2.797042,0.7071068,0,0,0.7071068,13.70003
0.7934102,9.039804,-2.796152,0.7071068,0,0,0.7071068,13.73336
0.7930977,9.039831,-2.795063,0.7071068,0,0,0.7071068,13.76669
0.7931368,9.039745,-2.794186,0.7071068,0,0,0.7071068,13.80003
0.7928407,9.039854,-2.793342,0.7071068,0,0,0.7071068,13.83336
0.7925929,9.039286,-2.79258,0.7071068,0,0,0.7071068,13.86669
0.7926562,9.039076,-2.791233,0.7071068,0,0,0.7071068,13.90003
0.7928339,9.038434,-2.790032,0.7071068,0,0,0.7071068,13.93336
0.7924889,9.037932,-2.788713,0.7071068,0,0,0.7071068,13.96669
0.7925645,9.037222,-2.788075,0.7071068,0,0,0.7071068,14.00003
0.7925734,9.03682,-2.787387,0.7071068,0,0,0.7071068,14.03336
0.7925823,9.036345,-2.786053,0.7071068,0,0,0.7071068,14.06669
0.7923589,9.035636,-2.785205,0.7071068,0,0,0.7071068,14.10003
0.7919387,9.03566,-2.78433,0.7071068,0,0,0.7071068,14.13336
0.791698,9.035181,-2.783304,0.7071068,0,0,0.7071068,14.16669
0.7912862,9.034728,-2.782565,0.7071068,0,0,0.7071068,14.20003
0.7912142,9.03421,-2.781961,0.7071068,0,0,0.7071068,14.23336
0.7906582,9.033712,-2.780991,0.7071068,0,0,0.7071068,14.26669
0.7905709,9.033784,-2.779792,0.7071068,0,0,0.7071068,14.30003
0.7909579,9.033867,-2.778377,0.7071068,0,0,0.7071068,14.33336
0.7910963,9.033449,-2.77766,0.7071068,0,0,0.7071068,14.36669
0.7914613,9.03354,-2.776255,0.7071068,0,0,0.7071068,14.40003
0.7908912,9.033189,-2.775312,0.7071068,0,0,0.7071068,14.43336
0.7904163,9.033353,-2.774072,0.7071068,0,0,0.7071068,14.46669
0.7897749,9.032768,-2.77303,0.7071068,0,0,0.7071068,14.50003
0.7897153,9.032171,-2.771742,0.7071068,0,0,0.7071068,14.53336
0.7891337,9.032401,-2.771178,0.7071068,0,0,0.7071068,14.5667
0.7891729,9.031911,-2.770634,0.7071068,0,0,0.7071068,14.60003
0.788527,9.031936,-2.769277,0.7071068,0,0,0.7071068,14.63336
0.788721,9.031874,-2.767985,0.7071068,0,0,0.7071068,14.6667
0.7881369,9.031367,-2.767524,0.7071068,0,0,0.7071068,14.70003
0.7878942,9.031187,-2.766872,0.7071068,0,0,0.7071068,14.73336
0.7875826,9.030702,-2.765654,0.7071068,0,0,0.7071068,14.7667
0.7874118,9.030568,-2.764386,0.7071068,0,0,0.7071068,14.80003
0.7867318,9.030282,-2.763196,0.7071068,0,0,0.7071068,14.83336
0.7860972,9.030456,-2.762622,0.7071068,0,0,0.7071068,14.8667
0.7860777,9.030769,-2.76149,0.7071068,0,0,0.7071068,14.90003
0.7854167,9.030333,-2.760749,0.7071068,0,0,0.7071068,14.93336
0.7850355,9.030586,-2.75996,0.7071068,0,0,0.7071068,14.9667
0.7852351,9.030836,-2.758595,0.7071068,0,0,0.7071068,15.00003
0.7854488,9.030956,-2.757821,0.7071068,0,0,0.7071068,15.03336
0.7849908,9.030893,-2.756669,0.7071068,0,0,0.7071068,15.0667
0.7845995,9.030609,-2.756048,0.7071068,0,0,0.7071068,15.10003
0.7843628,9.031002,-2.755558,0.7071068,0,0,0.7071068,15.13336
0.7840299,9.031122,-2.7546,0.7071068,0,0,0.7071068,15.1667
0.7841461,9.031365,-2.75347,0.7071068,0,0,0.7071068,15.20003
0.7841142,9.031091,-2.752542,0.7071068,0,0,0.7071068,15.23336
0.7839797,9.030905,-2.75194,0.7071068,0,0,0.7071068,15.2667
0.783419,9.030892,-2.75142,0.7071068,0,0,0.7071068,15.30003
0.7833934,9.030552,-2.75094,0.7071068,0,0,0.7071068,15.33336
0.7835287,9.03091,-2.749576,0.7071068,0,0,0.7071068,15.3667
0.7836253,9.031422,-2.748971,0.7071068,0,0,0.7071068,15.40003
0.7831408,9.031287,-2.747865,0.7071068,0,0,0.7071068,15.43336
0.7824671,9.031891,-2.747243,0.7071068,0,0,0.7071068,15.4667
0.7819996,9.031619,-2.746739,0.7071068,0,0,0.7071068,15.50003
0.7820877,9.031681,-2.74539,0.7071068,0,0,0.7071068,15.53336
0.781396,9.032011,-2.744921,0.7071068,0,0,0.7071068,15.5667
0.7816215,9.032602,-2.743989,0.7071068,0,0,0.7071068,15.60003
0.781741,9.032519,-2.742646,0.7071068,0,0,0.7071068,15.63336
0.7813559,9.033218,-2.741659,0.7071068,0,0,0.7071068,15.6667
0.7812411,9.033113,-2.741153,0.7071068,0,0,0.7071068,15.70003
0.7805647,9.033617,-2.740085,0.7071068,0,0,0.7071068,15.73336
0.780009,9.034107,-2.738741,0.7071068,0,0,0.7071068,15.7667
0.7800412,9.03436,-2.737396,0.7071068,0,0,0.7071068,15.80003
0.7798867,9.034393,-2.736204,0.7071068,0,0,0.7071068,15.83336
0.7798322,9.034913,-2.73547,0.7071068,0,0,0.7071068,15.8667
0.7791142,9.03523,-2.734592,0.7071068,0,0,0.7071068,15.90003
0.7793344,9.035046,-2.733888,0.7071068,0,0,0.7071068,15.93336
0.7787362,9.034846,-2.733162,0.7071068,0,0,0.7071068,15.9667
0.7780391,9.034959,-2.732055,0.7071068,0,0,0.7071068,16.00003
0.7774784,9.035656,-2.731222,0.7071068,0,0,0.7071068,16.03337
0.7768397,9.036211,-2.729883,0.7071068,0,0,0.7071068,16.0667
0.7761608,9.036646,-2.729111,0.7071068,0,0,0.7071068,16.10003
0.7763786,9.036683,-2.728585,0.7071068,0,0,0.7071068,16.13337
0.7757829,9.036742,-2.727587,0.7071068,0,0,0.7071068,16.1667
0.7759556,9.037195,-2.726744,0.7071068,0,0,0.7071068,16.20003
0.7760634,9.03748,-2.725885,0.7071068,0,0,0.7071068,16.23336
0.7753508,9.037396,-2.725046,0.7071068,0,0,0.7071068,16.2667
0.7749772,9.037457,-2.723965,0.7071068,0,0,0.7071068,16.30003
0.7742949,9.037602,-2.723183,0.7071068,0,0,0.7071068,16.33336
0.7737524,9.037693,-2.722446,0.7071068,0,0,0.7071068,16.3667
0.7733201,9.037778,-2.721875,0.7071068,0,0,0.7071068,16.40003
0.7728302,9.038048,-2.720618,0.7071068,0,0,0.7071068,16.43336
0.7728162,9.038014,-2.719678,0.7071068,0,0,0.7071068,16.4667
0.7721801,9.037984,-2.718439,0.7071068,0,0,0.7071068,16.50003
0.7717622,9.037951,-2.717376,0.7071068,0,0,0.7071068,16.53337
0.7716392,9.038289,-2.716621,0.7071068,0,0,0.7071068,16.5667
0.7712482,9.038711,-2.715937,0.7071068,0,0,0.7071068,16.60003
0.7705154,9.038817,-2.715245,0.7071068,0,0,0.7071068,16.63337
0.7696785,9.039121,-2.714052,0.7071068,0,0,0.7071068,16.6667
0.7687247,9.038789,-2.713377,0.7071068,0,0,0.7071068,16.70003
0.7686657,9.038773,-2.712337,0.7071068,0,0,0.7071068,16.73337
0.7678229,9.039281,-2.711155,0.7071068,0,0,0.7071068,16.7667
0.7676393,9.039196,-2.710077,0.7071068,0,0,0.7071068,16.80003
0.7670172,9.038934,-2.708871,0.7071068,0,0,0.7071068,16.83337
0.7664801,9.038878,-2.707673,0.7071068,0,0,0.7071068,16.8667
0.7658831,9.038591,-2.706865,0.7071068,0,0,0.7071068,16.90003
0.7658212,9.038815,-2.705707,0.7071068,0,0,0.7071068,16.93337
0.7649177,9.038879,-2.705279,0.7071068,0,0,0.7071068,16.9667
0.7640591,9.038928,-2.704119,0.7071068,0,0,0.7071068,17.00003
0.7632281,9.039182,-2.703575,0.7071068,0,0,0.7071068,17.03337
0.7626282,9.038814,-2.702559,0.7071068,0,0,0.7071068,17.0667
0.7626362,9.038738,-2.701225,0.7071068,0,0,0.7071068,17.10003
0.7625324,9.038363,-2.70003,0.7071068,0,0,0.7071068,17.13337
0.7624493,9.038136,-2.698983,0.7071068,0,0,0.7071068,17.1667
0.7616194,9.038579,-2.697614,0.7071068,0,0,0.7071068,17.20003
0.7607126,9.039113,-2.696297,0.7071068,0,0,0.7071068,17.23337
0.7602217,9.039313,-2.695212,0.7071068,0,0,0.7071068,17.2667
0.7601162,9.039104,-2.693987,0.7071068,0,0,0.7071068,17.30003
0.7596176,9.039079,-2.69346,0.7071068,0,0,0.7071068,17.33337
0.7597393,9.038806,-2.692355,0.7071068,0,0,0.7071068,17.3667
0.75975,9.03875,-2.691275,0.7071068,0,0,0.7071068,17.40003
0.7593913,9.038776,-2.690259,0.7071068,0,0,0.7071068,17.43337
0.759261,9.039078,-2.689121,0.7071068,0,0,0.7071068,17.4667
0.7584976,9.039127,-2.688569,0.7071068,0,0,0.7071068,17.50003
0.7585326,9.039291,-2.687411,0.7071068,0,0,0.7071068,17.53337
0.7582278,9.039726,-2.686329,0.7071068,0,0,0.7071068,17.5667
0.7581216,9.039793,-2.685607,0.7071068,0,0,0.7071068,17.60003
0.7577938,9.039747,-2.684636,0.7071068,0,0,0.7071068,17.63337
0.7574594,9.039687,-2.683586,0.7071068,0,0,0.7071068,17.6667
0.7574487,9.040119,-2.682148,0.7071068,0,0,0.7071068,17.70004
0.7574894,9.040723,-2.681638,0.7071068,0,0,0.7071068,17.73337
0.7573976,9.040959,-2.680284,0.7071068,0,0,0.7071068,17.7667
0.7575359,9.041396,-2.679541,0.7071068,0,0,0.7071068,17.80004
0.7570971,9.041103,-2.678206,0.7071068,0,0,0.7071068,17.83337
0.7565306,9.041126,-2.677118,0.7071068,0,0,0.7071068,17.8667
0.7561797,9.041505,-2.676187,0.7071068,0,0,0.7071068,17.90004
0.7562133,9.041172,-2.675405,0.7071068,0,0,0.7071068,17.93337
0.7555856,9.04114,-2.673965,0.7071068,0,0,0.7071068,17.9667
0.7557808,9.041414,-2.672861,0.7071068,0,0,0.7071068,18.00003
0.7557581,9.041785,-2.671576,0.7071068,0,0,0.7071068,18.03337
0.7554054,9.041537,-2.670296,0.7071068,0,0,0.7071068,18.0667
0.7552813,9.041539,-2.668855,0.7071068,0,0,0.7071068,18.10003
0.7556531,9.041497,-2.667897,0.7071068,0,0,0.7071068,18.13337
0.7553936,9.041913,-2.66684,0.7071068,0,0,0.7071068,18.1667
0.7550601,9.041996,-2.665813,0.7071068,0,0,0.7071068,18.20004
0.7547193,9.04189,-2.665204,0.7071068,0,0,0.7071068,18.23337
0.7542481,9.041584,-2.664023,0.7071068,0,0,0.7071068,18.2667
0.754307,9.041255,-2.662627,0.7071068,0,0,0.7071068,18.30004
0.7545028,9.040981,-2.661422,0.7071068,0,0,0.7071068,18.33337
0.7549396,9.041499,-2.660777,0.7071068,0,0,0.7071068,18.3667
0.7544618,9.041654,-2.660122,0.7071068,0,0,0.7071068,18.40004
0.7548836,9.041954,-2.65945,0.7071068,0,0,0.7071068,18.43337
0.7550363,9.041807,-2.658629,0.7071068,0,0,0.7071068,18.4667
0.7552469,9.041506,-2.65809,0.7071068,0,0,0.7071068,18.50004
0.7556856,9.041592,-2.656974,0.7071068,0,0,0.7071068,18.53337
0.7553136,9.041698,-2.655879,0.7071068,0,0,0.7071068,18.5667
0.7552823,9.041843,-2.655192,0.7071068,0,0,0.7071068,18.60004
0.755444,9.041811,-2.653819,0.7071068,0,0,0.7071068,18.63337
0.7556559,9.041951,-2.653129,0.7071068,0,0,0.7071068,18.6667
0.7560903,9.041969,-2.652143,0.7071068,0,0,0.7071068,18.70004
0.7557543,9.042024,-2.651293,0.7071068,0,0,0.7071068,18.73337
0.7561619,9.042349,-2.649888,0.7071068,0,0,0.7071068,18.7667
0.7560989,9.042568,-2.649016,0.7071068,0,0,0.7071068,18.80004
0.7557766,9.042525,-2.647864,0.7071068,0,0,0.7071068,18.83337
0.7563093,9.042367,-2.646864,0.7071068,0,0,0.7071068,18.8667
0.7563606,9.042265,-2.645636,0.7071068,0,0,0.7071068,18.90004
0.7566922,9.041815,-2.644357,0.7071068,0,0,0.7071068,18.93337
0.7571905,9.042196,-2.643381,0.7071068,0,0,0.7071068,18.9667
0.7578096,9.042163,-2.642127,0.7071068,0,0,0.7071068,19.00004
0.7578351,9.04168,-2.641213,0.7071068,0,0,0.7071068,19.03337
0.7582824,9.041815,-2.639835,0.7071068,0,0,0.7071068,19.0667
0.7589019,9.041344,-2.638575,0.7071068,0,0,0.7071068,19.10004
0.7591431,9.041226,-2.63802,0.7071068,0,0,0.7071068,19.13337
0.7596914,9.04114,-2.636931,0.7071068,0,0,0.7071068,19.1667
0.7601237,9.041459,-2.635612,0.7071068,0,0,0.7071068,19.20004
0.7604809,9.041464,-2.63442,0.7071068,0,0,0.7071068,19.23337
0.7611567,9.04134,-2.632995,0.7071068,0,0,0.7071068,19.2667
0.7615654,9.041243,-2.632207,0.7071068,0,0,0.7071068,19.30004
0.7614061,9.041301,-2.631371,0.7071068,0,0,0.7071068,19.33337
0.761589,9.041139,-2.630442,0.7071068,0,0,0.7071068,19.3667
0.7615333,9.040638,-2.629354,0.7071068,0,0,0.7071068,19.40004
0.7620378,9.040897,-2.628886,0.7071068,0,0,0.7071068,19.43337
0.762885,9.040343,-2.628358,0.7071068,0,0,0.7071068,19.46671
0.7633466,9.040254,-2.627032,0.7071068,0,0,0.7071068,19.50004
0.7633535,9.039703,-2.62642,0.7071068,0,0,0.7071068,19.53337
0.763355,9.039632,-2.625695,0.7071068,0,0,0.7071068,19.56671
0.7636299,9.039247,-2.624321,0.7071068,0,0,0.7071068,19.60004
0.7638667,9.03933,-2.623193,0.7071068,0,0,0.7071068,19.63337
0.76447,9.03882,-2.622749,0.7071068,0,0,0.7071068,19.6667
0.7646447,9.038669,-2.621818,0.7071068,0,0,0.7071068,19.70004
0.7649979,9.038469,-2.620767,0.7071068,0,0,0.7071068,19.73337
0.7658359,9.03853,-2.619715,0.7071068,0,0,0.7071068,19.7667
0.7664465,9.037936,-2.618997,0.7071068,0,0,0.7071068,19.80004
0.7666551,9.038227,-2.61808,0.7071068,0,0,0.7071068,19.83337
0.7668573,9.038332,-2.617661,0.7071068,0,0,0.7071068,19.8667
0.7674307,9.037971,-2.617057,0.7071068,0,0,0.7071068,19.90004
0.7679346,9.037991,-2.615768,0.7071068,0,0,0.7071068,19.93337
0.7682276,9.037397,-2.614552,0.7071068,0,0,0.7071068,19.96671
0.768588,9.037181,-2.613825,0.7071068,0,0,0.7071068,20.00004
0.7688525,9.036792,-2.61312,0.7071068,0,0,0.7071068,20.03337
0.7693855,9.03719,-2.612741,0.7071068,0,0,0.7071068,20.06671
0.7703041,9.036925,-2.611993,0.7071068,0,0,0.7071068,20.10004
0.7706309,9.036371,-2.611636,0.7071068,0,0,0.7071068,20.13337
0.7707888,9.03651,-2.610877,0.7071068,0,0,0.7071068,20.16671
0.7708974,9.036345,-2.609864,0.7071068,0,0,0.7071068,20.20004
0.7715138,9.035966,-2.609025,0.7071068,0,0,0.7071068,20.23337
0.7720363,9.035741,-2.60779,0.7071068,0,0,0.7071068,20.26671
0.772755,9.035573,-2.6066,0.7071068,0,0,0.7071068,20.30004
0.7736272,9.035514,-2.606249,0.7071068,0,0,0.7071068,20.33337
0.7743099,9.035126,-2.605479,0.7071068,0,0,0.7071068,20.36671
0.7752955,9.035159,-2.604718,0.7071068,0,0,0.7071068,20.40004
0.7760552,9.03479,-2.603792,0.7071068,0,0,0.7071068,20.43337
0.7764658,9.034915,-2.603446,0.7071068,0,0,0.7071068,20.46671
0.7770939,9.034498,-2.602267,0.7071068,0,0,0.7071068,20.50004
0.7779661,9.034222,-2.601378,0.7071068,0,0,0.7071068,20.53337
0.7786875,9.03458,-2.600962,0.7071068,0,0,0.7071068,20.56671
0.7796758,9.035008,-2.600119,0.7071068,0,0,0.7071068,20.60004
0.7806761,9.035015,-2.599411,0.7071068,0,0,0.7071068,20.63337
0.7809322,9.034779,-2.598346,0.7071068,0,0,0.7071068,20.66671
0.7817005,9.034862,-2.597787,0.7071068,0,0,0.7071068,20.70004
0.7819968,9.034859,-2.597248,0.7071068,0,0,0.7071068,20.73337
0.782414,9.035175,-2.59683,0.7071068,0,0,0.7071068,20.76671
0.7829302,9.035034,-2.595692,0.7071068,0,0,0.7071068,20.80004
0.7840049,9.035343,-2.594688,0.7071068,0,0,0.7071068,20.83337
0.7844336,9.035748,-2.594409,0.7071068,0,0,0.7071068,20.86671
0.7850401,9.036051,-2.593473,0.7071068,0,0,0.7071068,20.90004
0.785999,9.035733,-2.59241,0.7071068,0,0,0.7071068,20.93337
0.7869542,9.035734,-2.59188,0.7071068,0,0,0.7071068,20.96671
0.7873491,9.036256,-2.591092,0.7071068,0,0,0.7071068,21.00004
0.7880964,9.036298,-2.590878,0.7071068,0,0,0.7071068,21.03337
0.788895,9.036513,-2.590752,0.7071068,0,0,0.7071068,21.06671
0.7892871,9.036273,-2.58971,0.7071068,0,0,0.7071068,21.10004
0.7895837,9.036382,-2.589219,0.7071068,0,0,0.7071068,21.13338
0.7899027,9.036109,-2.588372,0.7071068,0,0,0.7071068,21.16671
0.7908921,9.036265,-2.587695,0.7071068,0,0,0.7071068,21.20004
0.7918004,9.036406,-2.58682,0.7071068,0,0,0.7071068,21.23338
0.7930301,9.036337,-2.585952,0.7071068,0,0,0.7071068,21.26671
0.793471,9.036302,-2.585289,0.7071068,0,0,0.7071068,21.30004
0.7942187,9.036603,-2.584936,0.7071068,0,0,0.7071068,21.33337
0.7952343,9.036436,-2.584499,0.7071068,0,0,0.7071068,21.36671
0.7956954,9.036609,-2.583815,0.7071068,0,0,0.7071068,21.40004
0.7965859,9.036574,-2.583598,0.7071068,0,0,0.7071068,21.43337
0.7968807,9.03709,-2.583031,0.7071068,0,0,0.7071068,21.46671
0.7978617,9.03747,-2.582462,0.7071068,0,0,0.7071068,21.50004
0.7989616,9.037366,-2.582053,0.7071068,0,0,0.7071068,21.53337
0.7997243,9.037391,-2.581071,0.7071068,0,0,0.7071068,21.56671
0.8005864,9.037299,-2.580977,0.7071068,0,0,0.7071068,21.60004
0.8015223,9.037693,-2.580402,0.7071068,0,0,0.7071068,21.63338
0.8027485,9.037963,-2.580015,0.7071068,0,0,0.7071068,21.66671
0.8036532,9.038185,-2.579244,0.7071068,0,0,0.7071068,21.70004
0.8049064,9.038799,-2.578832,0.7071068,0,0,0.7071068,21.73338
0.8061219,9.03867,-2.578238,0.7071068,0,0,0.7071068,21.76671
0.8072696,9.039043,-2.577665,0.7071068,0,0,0.7071068,21.80004
0.807564,9.039317,-2.57729,0.7071068,0,0,0.7071068,21.83338
0.8078749,9.039943,-2.576644,0.7071068,0,0,0.7071068,21.86671
0.8088901,9.040026,-2.576162,0.7071068,0,0,0.7071068,21.90004
0.8097407,9.04012,-2.575597,0.7071068,0,0,0.7071068,21.93338
0.8106911,9.040365,-2.574988,0.7071068,0,0,0.7071068,21.96671
0.8111997,9.040467,-2.574164,0.7071068,0,0,0.7071068,22.00004
0.811664,9.04037,-2.57374,0.7071068,0,0,0.7071068,22.03338
0.8128734,9.041014,-2.573085,0.7071068,0,0,0.7071068,22.06671
0.8138677,9.041312,-2.572201,0.7071068,0,0,0.7071068,22.10004
0.8145743,9.041727,-2.572117,0.7071068,0,0,0.7071068,22.13338
0.8156067,9.042253,-2.571284,0.7071068,0,0,0.7071068,22.16671
0.8162664,9.042906,-2.571193,0.7071068,0,0,0.7071068,22.20004
0.8169199,9.043761,-2.571125,0.7071068,0,0,0.7071068,22.23338
0.8172717,9.043956,-2.570271,0.7071068,0,0,0.7071068,22.26671
0.8180957,9.044683,-2.570109,0.7071068,0,0,0.7071068,22.30004
0.8187683,9.044847,-2.570067,0.7071068,0,0,0.7071068,22.33338
0.819398,9.044869,-2.56936,0.7071068,0,0,0.7071068,22.36671
0.8199827,9.045008,-2.568819,0.7071068,0,0,0.7071068,22.40004
0.8209753,9.045763,-2.568238,0.7071068,0,0,0.7071068,22.43338
0.8218198,9.046554,-2.567173,0.7071068,0,0,0.7071068,22.46671
0.8225957,9.046467,-2.566194,0.7071068,0,0,0.7071068,22.50004
0.8228136,9.04667,-2.565425,0.7071068,0,0,0.7071068,22.53338
0.8235903,9.047095,-2.564647,0.7071068,0,0,0.7071068,22.56671
0.8244351,9.047671,-2.563685,0.7071068,0,0,0.7071068,22.60004
0.8255239,9.047665,-2.56354,0.7071068,0,0,0.7071068,22.63338
0.8266804,9.04775,-2.562959,0.7071068,0,0,0.7071068,22.66671
0.8271072,9.048275,-2.562555,0.7071068,0,0,0.7071068,22.70004
0.8277776,9.048585,-2.562325,0.7071068,0,0,0.7071068,22.73338
0.8280722,9.049371,-2.561376,0.7071068,0,0,0.7071068,22.76671
0.8283831,9.049491,-2.560445,0.7071068,0,0,0.7071068,22.80005
0.8294355,9.049562,-2.559491,0.7071068,0,0,0.7071068,22.83338
0.8300434,9.049929,-2.558792,0.7071068,0,0,0.7071068,22.86671
0.8302945,9.049772,-2.558048,0.7071068,0,0,0.7071068,22.90005
0.8308215,9.05045,-2.557787,0.7071068,0,0,0.7071068,22.93338
0.8316903,9.050999,-2.556615,0.7071068,0,0,0.7071068,22.96671
0.8325573,9.0515,-2.556264,0.7071068,0,0,0.7071068,23.00005
0.8329374,9.05148,-2.555498,0.7071068,0,0,0.7071068,23.03338
0.8334614,9.051918,-2.554402,0.7071068,0,0,0.7071068,23.06671
0.8338864,9.051819,-2.553338,0.7071068,0,0,0.7071068,23.10004
0.8348535,9.051689,-2.552993,0.7071068,0,0,0.7071068,23.13338
0.8350384,9.052384,-2.552127,0.7071068,0,0,0.7071068,23.16671
0.8352181,9.052831,-2.551754,0.7071068,0,0,0.7071068,23.20004
0.8355262,9.052692,-2.550699,0.7071068,0,0,0.7071068,23.23338
0.8363608,9.053259,-2.549555,0.7071068,0,0,0.7071068,23.26671
0.8370546,9.053827,-2.548859,0.7071068,0,0,0.7071068,23.30005
0.8376921,9.054562,-2.54845,0.7071068,0,0,0.7071068,23.33338
0.8377761,9.055221,-2.547407,0.7071068,0,0,0.7071068,23.36671
0.8378448,9.055902,-2.546641,0.7071068,0,0,0.7071068,23.40005
0.8388234,9.056107,-2.546248,0.7071068,0,0,0.7071068,23.43338
0.8388801,9.056559,-2.545083,0.7071068,0,0,0.7071068,23.46671
0.8395401,9.056893,-2.544375,0.7071068,0,0,0.7071068,23.50005
0.840191,9.057506,-2.543108,0.7071068,0,0,0.7071068,23.53338
0.8404188,9.057652,-2.54267,0.7071068,0,0,0.7071068,23.56671
0.8411283,9.058302,-2.541968,0.7071068,0,0,0.7071068,23.60005
0.8419775,9.058236,-2.540708,0.7071068,0,0,0.7071068,23.63338
0.8427461,9.05834,-2.540262,0.7071068,0,0,0.7071068,23.66671
0.84302,9.058834,-2.539647,0.7071068,0,0,0.7071068,23.70005
0.8436302,9.05906,-2.538825,0.7071068,0,0,0.7071068,23.73338
0.8444546,9.059081,-2.537581,0.7071068,0,0,0.7071068,23.76671
0.8443927,9.059149,-2.53628,0.7071068,0,0,0.7071068,23.80005
0.8444169,9.059731,-2.535232,0.7071068,0,0,0.7071068,23.83338
0.8447089,9.059347,-2.534459,0.7071068,0,0,0.7071068,23.86671
0.8451731,9.059434,-2.533065,0.7071068,0,0,0.7071068,23.90005
0.8455638,9.05902,-2.532377,0.7071068,0,0,0.7071068,23.93338
0.8460712,9.058646,-2.53189,0.7071068,0,0,0.7071068,23.96671
0.8466032,9.058477,-2.530841,0.7071068,0,0,0.7071068,24.00005
0.8466494,9.058489,-2.529681,0.7071068,0,0,0.7071068,24.03338
0.8465706,9.058289,-2.529228,0.7071068,0,0,0.7071068,24.06671
0.846638,9.058487,-2.528445,0.7071068,0,0,0.7071068,24.10005
0.8471634,9.058208,-2.527186,0.7071068,0,0,0.7071068,24.13338
0.8474015,9.057733,-2.526429,0.7071068,0,0,0.7071068,24.16671
0.8474584,9.057666,-2.525408,0.7071068,0,0,0.7071068,24.20005
0.8476316,9.057693,-2.52398,0.7071068,0,0,0.7071068,24.23338
0.8481064,9.058105,-2.522583,0.7071068,0,0,0.7071068,24.26671
0.8488225,9.058391,-2.522024,0.7071068,0,0,0.7071068,24.30005
0.8490872,9.058014,-2.521497,0.7071068,0,0,0.7071068,24.33338
0.8495088,9.058318,-2.520656,0.7071068,0,0,0.7071068,24.36671
0.8496709,9.05803,-2.519616,0.7071068,0,0,0.7071068,24.40005
0.8496471,9.057626,-2.518412,0.7071068,0,0,0.7071068,24.43338
0.8498348,9.057715,-2.517518,0.7071068,0,0,0.7071068,24.46671
